account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,churn_label,ref_date,tenure_days,subs_count,mrr_mean,mrr_max,arr_mean,seats_mean,upgrades,downgrades,auto_renew_rate,trial_rate,latest_plan_tier,latest_billing_frequency,usage_events_30d,usage_count_sum_30d,usage_duration_sum_30d,errors_sum_30d,distinct_features_30d,beta_share_30d,usage_events_60d,usage_count_sum_60d,usage_duration_sum_60d,errors_sum_60d,distinct_features_60d,beta_share_60d,usage_events_90d,usage_count_sum_90d,usage_duration_sum_90d,errors_sum_90d,distinct_features_90d,beta_share_90d,tickets,urgent_rate,high_rate,res_time_mean,res_time_max,first_resp_mean,satisfaction_mean,satisfaction_missing,escalation_rate
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,0,1,2024-12-02,312,12.0,2866.0,12537.0,34392.0,19.75,0.0,1.0,0.75,0.08333333333333333,Basic,annual,3.0,38.0,5116.0,2.0,3.0,0.0,4.0,50.0,8020.0,4.0,3.0,0.0,8.0,91.0,22043.0,10.0,7.0,0.125,2.0,0.0,0.5,42.5,53.0,159.5,5.0,0.5,0.0
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,0,0,2024-12-26,326,9.0,1394.2222222222222,3184.0,16730.666666666668,33.55555555555556,1.0,0.0,1.0,0.2222222222222222,Enterprise,annual,3.0,17.0,5206.0,0.0,3.0,0.3333333333333333,5.0,40.0,15806.0,3.0,4.0,0.2,7.0,60.0,23619.0,4.0,6.0,0.14285714285714285,5.0,0.4,0.2,37.8,67.0,76.0,4.0,0.2,0.0
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,1,1,2024-09-12,395,5.0,5964.8,12736.0,71577.6,64.0,1.0,0.0,0.6,0.2,Basic,monthly,2.0,25.0,9354.0,0.0,2.0,0.5,4.0,48.0,11943.0,0.0,4.0,0.25,6.0,72.0,25545.0,1.0,5.0,0.16666666666666666,3.0,0.0,0.0,36.333333333333336,65.0,62.333333333333336,3.0,0.6666666666666666,0.0
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,1,1,2023-05-03,93,3.0,639.3333333333334,1194.0,7672.0,7.333333333333333,1.0,0.0,1.0,0.0,Basic,annual,6.0,46.0,19903.0,10.0,6.0,0.0,10.0,79.0,27784.0,14.0,10.0,0.0,11.0,91.0,33064.0,14.0,10.0,0.0,1.0,0.0,1.0,61.0,61.0,88.0,,1.0,1.0
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,1,1,2024-09-11,450,8.0,2497.5,9154.0,29970.0,28.625,0.0,1.0,1.0,0.125,Enterprise,monthly,1.0,14.0,210.0,0.0,1.0,0.0,6.0,67.0,12932.0,3.0,5.0,0.0,10.0,108.0,30686.0,7.0,8.0,0.0,3.0,0.0,0.3333333333333333,15.333333333333334,37.0,42.333333333333336,4.333333333333333,0.0,0.0
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,1,1,2024-07-10,529,12.0,1755.1666666666667,8955.0,21062.0,20.166666666666668,0.0,2.0,0.8333333333333334,0.16666666666666666,Enterprise,monthly,4.0,36.0,9223.0,4.0,4.0,0.0,7.0,66.0,15403.0,6.0,7.0,0.0,10.0,97.0,23488.0,6.0,10.0,0.1,3.0,0.3333333333333333,0.6666666666666666,28.0,50.0,93.0,4.0,0.0,0.3333333333333333
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,1,1,2024-12-30,71,10.0,1824.9,6567.0,21898.8,33.0,0.0,0.0,0.5,0.3,Enterprise,monthly,1.0,7.0,1134.0,2.0,1.0,0.0,3.0,26.0,7913.0,3.0,3.0,0.0,7.0,62.0,14854.0,3.0,6.0,0.14285714285714285,7.0,0.0,0.5714285714285714,40.42857142857143,62.0,76.0,3.8,0.2857142857142857,0.0
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,0,0,2024-12-04,652,11.0,1508.3636363636363,5174.0,18100.363636363636,24.636363636363637,1.0,0.0,0.6363636363636364,0.09090909090909091,Pro,annual,3.0,42.0,15600.0,2.0,2.0,0.0,4.0,55.0,19708.0,4.0,3.0,0.0,6.0,68.0,24060.0,6.0,5.0,0.0,1.0,0.0,0.0,72.0,72.0,111.0,,1.0,0.0
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,0,1,2024-07-27,239,5.0,3477.6,5174.0,41731.2,26.4,1.0,0.0,0.6,0.0,Enterprise,annual,,,,,,,,,,,,,,,,,,,4.0,0.5,0.0,32.5,44.0,103.75,4.0,0.25,0.25
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,0,1,2024-12-14,282,15.0,932.8,4776.0,11193.6,12.4,2.0,0.0,0.6,0.13333333333333333,Pro,annual,1.0,5.0,90.0,0.0,1.0,0.0,2.0,16.0,1696.0,3.0,2.0,0.0,4.0,33.0,5788.0,3.0,4.0,0.0,2.0,0.5,0.0,42.0,49.0,108.0,3.0,0.5,0.0
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,0,0,2024-12-20,167,8.0,10485.75,18507.0,125829.0,93.0,0.0,0.0,0.75,0.0,Enterprise,annual,3.0,33.0,6866.0,1.0,3.0,0.0,4.0,42.0,11051.0,4.0,4.0,0.0,6.0,53.0,12943.0,4.0,6.0,0.0,1.0,0.0,0.0,13.0,13.0,128.0,3.0,0.0,0.0
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,0,0,2024-12-28,62,3.0,1923.6666666666667,5771.0,23084.0,30.333333333333332,0.0,0.0,0.6666666666666666,0.6666666666666666,Enterprise,annual,,,,,,,,,,,,,2.0,21.0,10864.0,3.0,1.0,0.5,6.0,0.3333333333333333,0.0,26.166666666666668,43.0,81.0,3.6666666666666665,0.5,0.0
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,0,1,2024-12-14,460,5.0,1538.6,1960.0,18463.2,39.2,1.0,1.0,1.0,0.2,Pro,monthly,2.0,8.0,2736.0,0.0,2.0,0.5,3.0,20.0,3180.0,0.0,3.0,0.3333333333333333,5.0,40.0,9968.0,0.0,5.0,0.2,4.0,0.5,0.0,31.25,53.0,60.5,4.0,0.5,0.0
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,0,1,2024-10-08,402,11.0,3451.6363636363635,5572.0,41419.63636363636,28.363636363636363,0.0,0.0,0.5454545454545454,0.0,Enterprise,monthly,7.0,69.0,23865.0,4.0,7.0,0.42857142857142855,14.0,131.0,37700.0,7.0,13.0,0.21428571428571427,19.0,193.0,58017.0,14.0,17.0,0.21052631578947367,4.0,0.25,0.25,36.5,71.0,110.5,,1.0,0.0
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,0,1,2024-09-22,407,7.0,2209.714285714286,4975.0,26516.571428571428,24.571428571428573,0.0,0.0,1.0,0.14285714285714285,Enterprise,monthly,,,,,,,1.0,10.0,380.0,0.0,1.0,0.0,3.0,27.0,3711.0,0.0,3.0,0.0,5.0,0.2,0.4,32.8,70.0,68.4,4.333333333333333,0.4,0.0
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,1,1,2024-11-14,63,3.0,3270.0,8955.0,39240.0,45.0,0.0,1.0,1.0,0.3333333333333333,Basic,annual,1.0,8.0,136.0,0.0,1.0,0.0,1.0,8.0,136.0,0.0,1.0,0.0,3.0,29.0,12081.0,1.0,3.0,0.0,5.0,0.2,0.2,29.2,44.0,63.0,3.5,0.6,0.2
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,0,1,2024-03-23,129,3.0,3885.3333333333335,9353.0,46624.0,47.0,0.0,0.0,0.6666666666666666,0.3333333333333333,Enterprise,annual,5.0,41.0,11731.0,0.0,5.0,0.0,5.0,41.0,11731.0,0.0,5.0,0.0,6.0,48.0,13698.0,3.0,6.0,0.0,3.0,1.0,0.0,17.0,37.0,60.0,,1.0,0.0
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,0,0,2024-12-28,34,6.0,5064.166666666667,11741.0,60770.0,62.833333333333336,0.0,1.0,0.8333333333333334,0.16666666666666666,Enterprise,annual,1.0,7.0,2303.0,0.0,1.0,0.0,3.0,25.0,6767.0,2.0,3.0,0.0,3.0,25.0,6767.0,2.0,3.0,0.0,7.0,0.42857142857142855,0.2857142857142857,33.0,60.0,78.0,4.2,0.2857142857142857,0.0
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,0,1,2024-11-03,66,8.0,2778.5,8955.0,33342.0,26.25,3.0,1.0,0.875,0.25,Enterprise,monthly,4.0,37.0,10266.0,0.0,3.0,0.0,9.0,90.0,22108.0,6.0,7.0,0.0,12.0,128.0,34440.0,9.0,9.0,0.08333333333333333,3.0,0.3333333333333333,0.0,45.333333333333336,51.0,102.66666666666667,4.5,0.3333333333333333,0.0
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,0,1,2024-12-19,104,9.0,1342.111111111111,4378.0,16105.333333333334,16.77777777777778,1.0,1.0,0.8888888888888888,0.0,Enterprise,monthly,4.0,40.0,16934.0,3.0,4.0,0.25,8.0,87.0,29759.0,5.0,7.0,0.25,9.0,95.0,31383.0,5.0,8.0,0.2222222222222222,4.0,0.25,0.75,28.0,37.0,82.0,5.0,0.75,0.25
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,1,1,2024-12-28,372,15.0,2938.4666666666667,8955.0,35261.6,39.0,0.0,2.0,0.8666666666666667,0.13333333333333333,Enterprise,annual,3.0,31.0,9020.0,4.0,3.0,0.0,10.0,93.0,36058.0,10.0,9.0,0.0,14.0,129.0,41593.0,12.0,12.0,0.07142857142857142,6.0,0.16666666666666666,0.16666666666666666,37.833333333333336,70.0,67.83333333333333,5.0,0.5,0.16666666666666666
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,0,0,2024-12-29,210,12.0,913.5833333333334,2985.0,10963.0,14.916666666666666,1.0,2.0,0.9166666666666666,0.25,Enterprise,monthly,3.0,35.0,11502.0,2.0,3.0,0.0,5.0,58.0,19645.0,2.0,5.0,0.0,8.0,84.0,30909.0,2.0,8.0,0.0,3.0,0.3333333333333333,0.0,32.666666666666664,42.0,88.0,5.0,0.6666666666666666,0.0
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,0,0,2024-12-20,611,9.0,928.1111111111111,3184.0,11137.333333333334,13.666666666666666,1.0,0.0,0.6666666666666666,0.2222222222222222,Enterprise,annual,4.0,37.0,10926.0,4.0,3.0,0.25,5.0,41.0,11770.0,5.0,4.0,0.2,8.0,74.0,16121.0,6.0,7.0,0.125,2.0,1.0,0.0,10.0,10.0,107.0,3.0,0.5,0.0
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,0,1,2024-07-12,402,9.0,1008.4444444444445,6567.0,12101.333333333334,18.0,2.0,0.0,0.7777777777777778,0.1111111111111111,Basic,annual,3.0,30.0,13640.0,0.0,3.0,0.3333333333333333,6.0,66.0,31826.0,0.0,5.0,0.16666666666666666,6.0,66.0,31826.0,0.0,5.0,0.16666666666666666,1.0,0.0,0.0,68.0,68.0,46.0,3.0,0.0,1.0
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,1,1,2024-12-31,454,9.0,1565.2222222222222,6965.0,18782.666666666668,29.88888888888889,2.0,1.0,1.0,0.3333333333333333,Enterprise,monthly,3.0,35.0,14882.0,1.0,3.0,0.0,8.0,75.0,26779.0,3.0,8.0,0.25,10.0,99.0,34507.0,3.0,10.0,0.2,6.0,0.3333333333333333,0.16666666666666666,41.0,68.0,86.5,4.333333333333333,0.5,0.0
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,0,1,2024-12-01,224,11.0,2709.818181818182,11741.0,32517.81818181818,27.363636363636363,0.0,1.0,0.7272727272727273,0.18181818181818182,Enterprise,monthly,2.0,22.0,7778.0,3.0,2.0,0.0,2.0,22.0,7778.0,3.0,2.0,0.0,3.0,30.0,11634.0,3.0,3.0,0.0,5.0,0.2,0.2,39.2,71.0,61.4,4.0,0.2,0.0
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,1,1,2024-10-18,326,5.0,1517.2,4776.0,18206.4,26.8,0.0,1.0,0.6,0.0,Basic,monthly,,,,,,,1.0,11.0,2431.0,0.0,1.0,1.0,1.0,11.0,2431.0,0.0,1.0,1.0,3.0,0.6666666666666666,0.3333333333333333,44.666666666666664,60.0,63.0,4.333333333333333,0.0,0.0
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,0,1,2024-08-30,146,4.0,1225.5,1634.0,14706.0,86.0,0.0,0.0,0.5,0.25,Basic,annual,1.0,11.0,2453.0,0.0,1.0,0.0,1.0,11.0,2453.0,0.0,1.0,0.0,1.0,11.0,2453.0,0.0,1.0,0.0,1.0,0.0,1.0,47.0,47.0,48.0,4.0,0.0,0.0
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,0,1,2024-12-06,21,4.0,2359.5,6567.0,28314.0,33.0,0.0,0.0,1.0,0.0,Basic,monthly,3.0,35.0,17488.0,2.0,3.0,0.0,4.0,46.0,20161.0,2.0,4.0,0.0,5.0,57.0,20942.0,2.0,5.0,0.0,4.0,0.5,0.0,18.0,40.0,87.5,4.5,0.0,0.0
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,1,1,2024-12-12,525,7.0,2318.4285714285716,6766.0,27821.14285714286,36.0,0.0,0.0,0.8571428571428571,0.2857142857142857,Basic,monthly,1.0,10.0,2370.0,0.0,1.0,0.0,2.0,21.0,8288.0,0.0,2.0,0.0,4.0,42.0,15596.0,4.0,4.0,0.0,1.0,0.0,0.0,64.0,64.0,136.0,,1.0,0.0
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,0,1,2024-12-12,425,8.0,2869.875,5970.0,34438.5,32.625,2.0,0.0,0.75,0.0,Enterprise,annual,,,,,,,,,,,,,1.0,11.0,3817.0,0.0,1.0,0.0,5.0,0.2,0.2,22.2,70.0,94.0,3.6666666666666665,0.4,0.2
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,0,1,2024-06-04,510,10.0,2836.7,9353.0,34040.4,53.7,0.0,0.0,0.6,0.2,Basic,annual,,,,,,,,,,,,,4.0,38.0,9918.0,2.0,4.0,0.0,3.0,0.3333333333333333,0.0,46.333333333333336,68.0,67.0,4.333333333333333,0.0,0.0
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,1,1,2024-11-18,271,5.0,104.4,199.0,1252.8,8.0,0.0,0.0,0.8,0.2,Basic,monthly,,,,,,,,,,,,,,,,,,,2.0,0.5,0.0,17.5,30.0,66.5,,1.0,0.0
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,0,0,2024-12-19,231,10.0,1849.2,12736.0,22190.4,17.1,1.0,2.0,0.7,0.1,Enterprise,annual,5.0,47.0,5234.0,3.0,5.0,0.0,8.0,83.0,15968.0,5.0,8.0,0.0,9.0,94.0,17563.0,5.0,9.0,0.0,2.0,0.5,0.0,38.5,50.0,98.0,4.0,0.0,0.5
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,0,1,2024-03-17,140,4.0,1802.25,5373.0,21627.0,34.0,1.0,0.0,0.5,0.25,Pro,monthly,3.0,31.0,14169.0,0.0,3.0,0.3333333333333333,9.0,83.0,23376.0,3.0,8.0,0.1111111111111111,11.0,103.0,34296.0,3.0,9.0,0.09090909090909091,3.0,0.0,0.0,33.0,66.0,73.66666666666667,4.0,0.3333333333333333,0.0
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,0,1,2024-12-23,43,13.0,842.3076923076923,2587.0,10107.692307692309,20.53846153846154,2.0,0.0,1.0,0.15384615384615385,Basic,monthly,,,,,,,4.0,40.0,14736.0,0.0,3.0,0.0,6.0,59.0,23734.0,2.0,4.0,0.0,6.0,0.16666666666666666,0.16666666666666666,37.333333333333336,67.0,79.16666666666667,4.4,0.16666666666666666,0.0
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,1,1,2024-12-25,372,2.0,1004.5,1764.0,12054.0,20.5,0.0,0.0,1.0,0.0,Pro,monthly,1.0,9.0,2826.0,0.0,1.0,0.0,1.0,9.0,2826.0,0.0,1.0,0.0,1.0,9.0,2826.0,0.0,1.0,0.0,6.0,0.16666666666666666,0.16666666666666666,30.166666666666668,61.0,86.16666666666667,3.6666666666666665,0.5,0.0
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,0,1,2024-03-02,66,2.0,1715.0,3430.0,20580.0,70.0,0.0,0.0,0.5,0.5,Pro,annual,2.0,22.0,12371.0,0.0,2.0,0.0,3.0,32.0,15291.0,1.0,3.0,0.0,5.0,59.0,19515.0,1.0,5.0,0.0,2.0,0.0,0.0,36.5,37.0,87.0,3.0,0.5,0.0
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,1,1,2024-12-20,596,12.0,3153.9166666666665,13930.0,37847.0,24.416666666666668,3.0,2.0,0.8333333333333334,0.16666666666666666,Enterprise,annual,5.0,49.0,14702.0,1.0,5.0,0.0,9.0,90.0,27862.0,9.0,8.0,0.0,13.0,137.0,49919.0,14.0,11.0,0.07692307692307693,1.0,0.0,0.0,17.0,17.0,132.0,4.0,0.0,1.0
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,0,0,2024-12-29,539,11.0,2166.6363636363635,7164.0,25999.636363636364,27.272727272727273,1.0,0.0,0.7272727272727273,0.36363636363636365,Pro,annual,3.0,24.0,9645.0,1.0,3.0,0.0,7.0,61.0,21979.0,1.0,6.0,0.0,9.0,88.0,24583.0,4.0,8.0,0.0,7.0,0.14285714285714285,0.2857142857142857,31.714285714285715,59.0,69.85714285714286,3.6666666666666665,0.5714285714285714,0.0
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,0,0,2024-12-27,123,11.0,683.0,1617.0,8196.0,23.181818181818183,1.0,0.0,1.0,0.18181818181818182,Basic,annual,3.0,28.0,8434.0,2.0,3.0,0.3333333333333333,5.0,49.0,14720.0,3.0,4.0,0.2,7.0,65.0,21222.0,5.0,6.0,0.14285714285714285,2.0,0.0,0.0,41.0,57.0,72.0,3.5,0.0,0.0
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,0,0,2024-12-07,403,6.0,1053.5,1764.0,12642.0,24.666666666666668,1.0,0.0,0.8333333333333334,0.16666666666666666,Basic,monthly,2.0,21.0,1713.0,4.0,2.0,0.0,4.0,38.0,2620.0,4.0,4.0,0.0,6.0,64.0,8430.0,4.0,5.0,0.16666666666666666,5.0,0.0,0.0,36.0,65.0,79.4,,1.0,0.2
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,0,0,2024-12-31,5,11.0,879.0,2587.0,10548.0,28.181818181818183,0.0,0.0,0.8181818181818182,0.09090909090909091,Basic,annual,1.0,13.0,689.0,0.0,1.0,0.0,2.0,24.0,6607.0,2.0,2.0,0.0,4.0,39.0,10083.0,2.0,4.0,0.25,7.0,0.42857142857142855,0.2857142857142857,38.0,71.0,83.42857142857143,4.5,0.42857142857142855,0.0
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,0,0,2024-12-29,162,12.0,3734.5833333333335,9552.0,44815.0,44.416666666666664,1.0,0.0,0.75,0.16666666666666666,Basic,annual,3.0,18.0,5328.0,0.0,3.0,0.0,5.0,37.0,10383.0,0.0,5.0,0.0,7.0,57.0,18233.0,2.0,6.0,0.0,4.0,0.25,0.25,37.5,60.0,116.5,3.75,0.0,0.0
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,0,0,2024-12-29,226,10.0,1256.9,2786.0,15082.8,31.6,0.0,0.0,0.8,0.2,Enterprise,monthly,2.0,17.0,4696.0,0.0,2.0,0.0,6.0,53.0,17472.0,0.0,6.0,0.0,10.0,89.0,34000.0,1.0,9.0,0.0,2.0,0.0,0.5,41.0,69.0,152.0,4.5,0.0,0.0
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,1,1,2024-12-31,250,9.0,3097.0,16517.0,37164.0,30.555555555555557,2.0,0.0,0.6666666666666666,0.1111111111111111,Enterprise,annual,,,,,,,4.0,29.0,13043.0,1.0,3.0,0.25,6.0,49.0,17192.0,1.0,5.0,0.16666666666666666,2.0,0.0,0.0,50.0,63.0,82.5,,1.0,0.0
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,0,1,2024-08-07,326,11.0,8826.363636363636,14527.0,105916.36363636363,73.0,1.0,0.0,0.9090909090909091,0.09090909090909091,Pro,annual,3.0,22.0,5108.0,2.0,3.0,0.0,8.0,76.0,17344.0,2.0,8.0,0.0,10.0,102.0,26041.0,2.0,10.0,0.0,2.0,0.5,0.0,62.5,67.0,106.5,4.0,0.5,0.0
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,0,1,2024-07-16,59,2.0,2985.0,2985.0,35820.0,15.0,0.0,0.0,1.0,0.0,Enterprise,monthly,4.0,47.0,16969.0,0.0,4.0,0.0,6.0,64.0,21882.0,1.0,6.0,0.0,7.0,79.0,26547.0,1.0,7.0,0.0,1.0,0.0,0.0,49.0,49.0,77.0,,1.0,0.0
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,0,1,2024-09-09,465,7.0,1510.7142857142858,6169.0,18128.571428571428,25.857142857142858,0.0,0.0,0.7142857142857143,0.2857142857142857,Enterprise,monthly,3.0,22.0,6660.0,1.0,3.0,0.0,4.0,30.0,9660.0,2.0,4.0,0.0,4.0,30.0,9660.0,2.0,4.0,0.0,,,,,,,,,
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,0,1,2024-12-07,585,9.0,3252.777777777778,12139.0,39033.333333333336,37.0,2.0,0.0,0.8888888888888888,0.2222222222222222,Basic,annual,2.0,20.0,348.0,6.0,2.0,0.0,8.0,73.0,11605.0,9.0,8.0,0.0,13.0,127.0,27072.0,13.0,12.0,0.0,9.0,0.3333333333333333,0.1111111111111111,40.888888888888886,67.0,71.44444444444444,3.5,0.5555555555555556,0.0
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,0,1,2024-10-09,14,3.0,551.0,931.0,6612.0,19.0,0.0,1.0,0.6666666666666666,0.0,Basic,annual,5.0,45.0,13824.0,1.0,5.0,0.0,8.0,68.0,18265.0,6.0,8.0,0.0,10.0,86.0,22303.0,6.0,10.0,0.0,7.0,0.0,0.14285714285714285,31.285714285714285,59.0,83.0,3.0,0.8571428571428571,0.0
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,1,1,2024-08-11,135,5.0,6368.0,7960.0,76416.0,40.0,0.0,0.0,0.8,0.2,Enterprise,monthly,1.0,5.0,1730.0,0.0,1.0,0.0,2.0,14.0,2747.0,0.0,2.0,0.0,4.0,32.0,6405.0,4.0,3.0,0.0,1.0,0.0,1.0,9.0,9.0,96.0,,1.0,0.0
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,0,1,2024-11-13,100,7.0,980.1428571428571,3980.0,11761.714285714286,19.285714285714285,0.0,2.0,0.7142857142857143,0.2857142857142857,Basic,monthly,3.0,32.0,897.0,1.0,3.0,0.0,9.0,95.0,20324.0,3.0,7.0,0.0,10.0,103.0,20716.0,3.0,8.0,0.0,3.0,0.6666666666666666,0.0,17.0,38.0,69.0,4.0,0.6666666666666666,0.0
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,0,1,2024-12-20,79,7.0,2255.285714285714,10945.0,27063.428571428572,19.0,0.0,1.0,1.0,0.0,Basic,monthly,2.0,18.0,6354.0,0.0,2.0,0.0,2.0,18.0,6354.0,0.0,2.0,0.0,6.0,60.0,20001.0,0.0,6.0,0.0,5.0,0.8,0.2,40.0,64.0,75.6,3.2,0.0,0.0
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,0,1,2023-12-23,111,4.0,7822.5,13930.0,93870.0,70.0,0.0,0.0,1.0,0.25,Enterprise,annual,,,,,,,2.0,20.0,9670.0,3.0,2.0,0.0,5.0,44.0,20706.0,3.0,5.0,0.0,2.0,0.5,0.5,59.0,68.0,115.0,5.0,0.5,0.0
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,0,1,2024-07-29,157,3.0,2653.3333333333335,5572.0,31840.0,31.333333333333332,0.0,0.0,0.3333333333333333,0.3333333333333333,Basic,monthly,,,,,,,2.0,26.0,8768.0,0.0,2.0,0.0,3.0,35.0,9848.0,0.0,3.0,0.3333333333333333,2.0,0.0,0.5,36.0,68.0,31.0,5.0,0.5,0.0
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,0,1,2023-03-11,36,2.0,980.0,1176.0,11760.0,20.0,0.0,1.0,1.0,0.0,Pro,annual,2.0,15.0,4237.0,0.0,2.0,0.0,5.0,57.0,17429.0,2.0,5.0,0.0,6.0,68.0,19178.0,2.0,6.0,0.0,,,,,,,,,
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,0,1,2024-08-26,139,1.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,1.0,Pro,monthly,,,,,,,1.0,10.0,2310.0,1.0,1.0,0.0,3.0,20.0,2932.0,3.0,3.0,0.0,4.0,0.0,0.25,37.5,66.0,105.5,3.0,0.75,0.0
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,0,0,2024-12-28,124,15.0,3387.8,11542.0,40653.6,36.13333333333333,0.0,2.0,0.9333333333333333,0.2,Basic,annual,,,,,,,1.0,13.0,6305.0,0.0,1.0,1.0,5.0,62.0,18737.0,0.0,5.0,0.2,2.0,1.0,0.0,70.5,71.0,106.5,,1.0,0.0
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,1,1,2024-12-27,63,7.0,921.2857142857143,2401.0,11055.42857142857,16.0,0.0,0.0,1.0,0.14285714285714285,Pro,annual,4.0,37.0,9390.0,2.0,4.0,0.25,5.0,50.0,16670.0,2.0,5.0,0.4,6.0,58.0,19478.0,2.0,6.0,0.3333333333333333,1.0,1.0,0.0,56.0,56.0,12.0,,1.0,0.0
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,0,1,2024-12-04,642,12.0,3654.9166666666665,12139.0,43859.0,61.0,0.0,0.0,0.8333333333333334,0.08333333333333333,Enterprise,monthly,1.0,7.0,707.0,0.0,1.0,0.0,4.0,33.0,12204.0,2.0,4.0,0.0,4.0,33.0,12204.0,2.0,4.0,0.0,5.0,0.2,0.4,27.6,67.0,126.0,4.333333333333333,0.4,0.0
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,0,0,2024-12-29,146,4.0,583.0,1078.0,6996.0,22.0,0.0,0.0,1.0,0.0,Pro,monthly,3.0,36.0,1910.0,5.0,3.0,0.3333333333333333,4.0,49.0,3353.0,7.0,4.0,0.25,4.0,49.0,3353.0,7.0,4.0,0.25,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0
